,Symbol,4Y_Geometric_Avg_ROIC,Status,Years_Available,PB_Ratio,4Y_Geometric_Avg_ROIC_Pct
309,MDT,0.062211359135839,Success,4,2.48216369573363,6.22%
147,DLR,0.018776212239246,Success,4,2.50437304363837,1.88%
194,FIS,0.026408058692263,Success,4,2.52990033222591,2.64%
54,BKR,0.116477386416081,Success,4,2.53396814790066,11.65%
15,ALGN,0.168876397475376,Success,4,2.54334938866247,16.89%
354,ON,0.228490151270273,Success,4,2.55139557765004,22.85%
171,EPAM,0.26714027593298,Success,4,2.56704224496614,26.71%
82,CPB,0.095059917495567,Success,4,2.57575757575758,9.51%
461,UAL,0.0773145302486,Success,4,2.59031476997579,7.73%
196,FSLR,0.145179072885184,Success,4,2.59493512034736,14.52%
12,AKAM,0.082441287824912,Success,4,2.59887569437515,8.24%
29,AWK,0.041962968913423,Success,4,2.61122881355932,4.20%
334,NEM,0.134129850346108,Success,4,2.61160255091545,13.41%
111,CMS,0.037739527450813,Success,4,2.61255815657398,3.77%
486,WEC,0.04383084253093,Success,4,2.61288124041574,4.38%
280,LHX,0.058998604884198,Success,4,2.63523012633436,5.90%
81,CPT,0.033245762914063,Success,4,2.63565155471161,3.32%
55,BALL,0.077523571198465,Success,4,2.65259197324415,7.75%
254,IPG,0.177139978998926,Success,4,2.66851870127307,17.71%
467,VTR,0.023753316738789,Success,4,2.67000039374729,2.38%
73,BRO,0.095244600637114,Success,4,2.69205590185865,9.52%
391,RJF,,Success,4,2.69875215499548,nan%
7,AES,0.108062678281013,Success,4,2.71238377007608,10.81%
281,LH,0.087781483326982,Success,4,2.71946303471488,8.78%
135,DHR,0.072515512760419,Success,4,2.74219583595524,7.25%
95,CF,0.222481928895089,Success,4,2.74313034397233,22.25%
436,TGT,0.157909077200112,Success,4,2.7458376307647,15.79%
358,PCAR,0.159658997932766,Success,4,2.74984060100352,15.97%
389,DGX,0.107371735216964,Success,4,2.82640696665427,10.74%
402,ROP,0.053547666392375,Success,4,2.84374177847935,5.35%
316,MU,0.108114346071441,Success,4,2.84425922250888,10.81%
192,FRT,0.047764231517969,Success,4,2.85044119289624,4.78%
337,NEE,0.035527057768915,Success,4,2.86597478412454,3.55%
318,MAA,0.056880071476528,Success,4,2.87810742602786,5.69%
198,FI,0.061660014537557,Success,4,2.91234277577614,6.17%
478,WRB,,Success,4,2.93195640638393,nan%
419,SO,0.038047136475954,Success,4,2.96668822768435,3.80%
214,GIS,0.11290963049563,Success,4,2.96698113207547,11.29%
148,DG,0.094193769799511,Success,4,2.99730776627016,9.42%
417,SNA,0.180650815392257,Success,4,2.99740812061365,18.07%
464,UNH,0.163435364229544,Success,4,3.01388880927131,16.34%
323,MDLZ,0.078170392332047,Success,4,3.04390773941819,7.82%
177,ESS,0.047418114466922,Success,4,3.05152058880673,4.74%
231,HOLX,0.19184313004915,Success,4,3.05616740088106,19.18%
480,WAB,0.062238569849471,Success,4,3.05659720574042,6.22%
498,XYL,0.076800041059372,Success,4,3.08393960041321,7.68%
488,WELL,0.022202557554865,Success,4,3.09656143471172,2.22%
243,IEX,0.123027999086048,Success,4,3.10127058115931,12.30%
269,KVUE,0.095006109975477,Success,4,3.16881258941345,9.50%
247,IR,0.06794170957577,Success,4,3.1925456049801,6.79%
366,PYPL,0.149207670297151,Success,4,3.24644774984555,14.92%
376,PPG,0.10014220455196,Success,4,3.25891394358226,10.01%
298,MPC,0.132141782964976,Success,4,3.27088362226611,13.21%
153,DOV,0.125807111769574,Success,4,3.27497558188821,12.58%
44,AJG,0.083427778704025,Success,4,3.31909704434595,8.34%
314,MGM,0.032235567135344,Success,4,3.35209591799378,3.22%
452,TRMB,0.068384957388985,Success,4,3.35523012552301,6.84%
392,RTX,0.039077626403406,Success,4,3.37845374978548,3.91%
110,CME,0.076206874337284,Success,4,3.39565397780313,7.62%
306,MKC,0.084461217156871,Success,4,3.40360291299348,8.45%
74,BF-B,0.157137201644499,Success,4,3.40623518255097,15.71%
353,OMC,0.208157159204321,Success,4,3.41392858684858,20.82%
418,SOLV,0.103357989848542,Success,4,3.44971934164209,10.34%
63,BLK,0.04475233129705,Success,4,3.46526047948506,4.48%
425,STE,0.063288459687133,Success,4,3.46790978210084,6.33%
251,ICE,0.067758754854502,Success,4,3.5085567196895,6.78%
209,GEHC,0.100016361665637,Success,4,3.53704400150432,10.00%
34,ADI,0.058118215888734,Success,4,3.56168634356147,5.81%
120,STZ,0.060772563172519,Success,4,3.62387217587976,6.08%
205,FCX,0.121014262893487,Success,4,3.6366143904169,12.10%
213,GD,0.102314297444454,Success,4,3.67220247858575,10.23%
444,TMO,0.100588357912438,Success,4,3.67351439443211,10.06%
446,TKO,0.077572778060471,Success,4,3.70170645192215,7.76%
167,EMR,0.075092481807196,Success,4,3.75644366396646,7.51%
87,CARR,0.083898523494361,Success,4,3.77343207590835,8.39%
427,SMCI,0.22474115996261,Success,4,3.78243447105412,22.47%
261,JBHT,0.133633042642364,Success,4,3.80276468407394,13.36%
406,CRM,0.04687723841297,Success,4,3.89244448596967,4.69%
97,SCHW,,Success,4,3.92060186169082,nan%
458,UDR,0.022673583901034,Success,4,3.92691298203109,2.27%
75,BLDR,0.220345973025015,Success,4,3.94385946346367,22.03%
494,WTW,0.085158388782609,Success,4,3.96801043768196,8.52%
302,MLM,0.091228947690562,Success,4,4.00066984844679,9.12%
246,INCY,0.217538018208207,Success,4,4.03146234757517,21.75%
139,DAY,0.01999760005215,Success,4,4.08077582638519,2.00%
216,GPC,0.131429614006332,Success,4,4.10901777528023,13.14%
212,GNRC,0.114811173612651,Success,4,4.11736510545056,11.48%
6,AMD,0.135126337147369,Success,4,4.13210004077749,13.51%
86,CCL,0.082821686363737,Success,4,4.13661990297627,8.28%
10,APD,0.086228773856201,Success,4,4.13664685239562,8.62%
31,AME,0.115488628705665,Success,4,4.15629362856254,11.55%
37,APO,0.078256842380726,Success,4,4.18312960776179,7.83%
341,NSC,0.102742090195298,Success,4,4.21604666352741,10.27%
359,PKG,0.141932660426212,Success,4,4.22855048137215,14.19%
340,NDSN,0.142868171872366,Success,4,4.22875447522141,14.29%
310,MRK,0.1516882847775,Success,4,4.31614979819139,15.17%
266,JCI,0.081836071943815,Success,4,4.34996486296557,8.18%
61,TECH,0.103022926030878,Success,4,4.37893716685511,10.30%
380,PGR,,Success,4,4.38275378474595,nan%
127,CSGP,0.068826053350834,Success,4,4.40381870970917,6.88%
295,LULU,0.442196069566235,Success,4,4.47612995472238,44.22%
164,EW,0.190576237786282,Success,4,4.51301778446786,19.06%
331,NDAQ,0.084709653685028,Success,4,4.53377065111759,8.47%
264,J,0.056229988490406,Success,4,4.54101287231044,5.62%
462,UPS,0.183186969296042,Success,4,4.56765196791041,18.32%
2,ABT,0.150694582224031,Success,4,4.57956149106805,15.07%
477,VMC,0.066452786538589,Success,4,4.60597591420811,6.65%
283,LW,0.118930757957188,Success,4,4.62980769230769,11.89%
431,TMUS,0.05168292427469,Success,4,4.65156183693426,5.17%
276,KKR,0.009777761872593,Success,4,4.67712273153128,0.98%
133,CMI,0.12346737580412,Success,4,4.68031790556335,12.35%
132,CSX,0.111648590448418,Success,4,4.88547317661242,11.16%
405,SPGI,0.193857039817573,Success,4,4.90481676541584,19.39%
285,LDOS,0.109326858237446,Success,4,4.90725961803071,10.93%
367,PNR,0.133775423207813,Success,4,4.93281549930807,13.38%
437,TEL,0.170933131659867,Success,4,4.9726403823178,17.09%
272,KEYS,0.203067953520694,Success,4,5.0656169490498,20.31%
123,CPRT,0.261466606205482,Success,4,5.07052631578947,26.15%
299,MKTX,0.298979845471168,Success,4,5.07152882746707,29.90%
141,DE,0.144459727304195,Success,4,5.09787709257251,14.45%
4,ACN,0.284351529976362,Success,4,5.16223377152757,28.44%
124,GLW,0.047983456672758,Success,4,5.17467248908297,4.80%
315,MCHP,0.151144500868249,Success,4,5.20069258617976,15.11%
89,CBOE,0.125654362929423,Success,4,5.21388216303471,12.57%
188,FFIV,0.141022786167008,Success,4,5.24369103577024,14.10%
102,CHD,0.131409926834557,Success,4,5.27882483370288,13.14%
343,NOC,0.09684888260034,Success,4,5.35150027782923,9.68%
174,EQIX,0.042322848198608,Success,4,5.38617081153197,4.23%
265,JNJ,0.173199548716093,Success,4,5.43720288299341,17.32%
279,KR,0.089942749023826,Success,4,5.47288863673205,8.99%
70,BMY,0.112168856782404,Success,4,5.48144257703081,11.22%
259,IQV,0.087523211411484,Success,4,5.51900670824997,8.75%
263,JKHY,0.17796218540595,Success,4,5.52076568108016,17.80%
250,IBKR,0.192590665945805,Success,4,5.54271862422247,19.26%
1,AOS,0.287289495614115,Success,4,5.56972595460412,28.73%
493,WMB,0.057958958924003,Success,4,5.60444969482182,5.80%
206,GRMN,0.207652543100038,Success,4,5.62833242493898,20.77%
71,AVGO,0.187305962003702,Success,4,5.65964776008511,18.73%
106,CSCO,0.171364547028575,Success,4,5.66827288866345,17.14%
125,CPAY,0.160158257860713,Success,4,5.69369304599457,16.02%
289,LIN,0.088849279756071,Success,4,5.70011079050854,8.88%
9,A,0.161949525039974,Success,4,5.72967678746327,16.19%
149,DLTR,0.095385005493269,Success,4,5.73026054379293,9.54%
90,CBRE,0.088678345838989,Success,4,5.82720784063066,8.87%
168,ENPH,0.138301465725742,Success,4,5.83877672209026,13.83%
472,VRTX,0.377831560781025,Success,4,5.88502275609938,37.78%
397,RSG,0.083032107730174,Success,4,5.93754854746,8.30%
52,AVY,0.151137719028143,Success,4,5.93853025630118,15.11%
349,NXPI,0.170903938963932,Success,4,5.95336582795416,17.09%
490,WDC,0.175803418546781,Success,4,5.96401195270885,17.58%
60,BBY,0.343679289237663,Success,4,5.96636038000312,34.37%
173,EFX,0.08556804813832,Success,4,6.1214341160489,8.56%
489,WST,0.263352891591057,Success,4,6.16775080389799,26.34%
114,COIN,0.479058341242828,Success,4,6.34746427511343,47.91%
348,NVR,0.68979466281282,Success,4,6.35867926990026,68.98%
301,MMC,0.135541253434659,Success,4,6.36600349257827,13.55%
388,QCOM,0.32015751409075,Success,4,6.376638380941,32.02%
189,FDS,0.212023420306658,Success,4,6.53802237953871,21.20%
39,AMAT,0.399559397029674,Success,4,6.57905485438876,39.96%
238,HUBB,0.143546722547837,Success,4,6.61636092150171,14.35%
454,TYL,0.057653117254708,Success,4,6.63187957398703,5.77%
439,TER,0.33082507466537,Success,4,6.72745637169631,33.08%
495,WDAY,0.056547190578202,Success,4,6.75370284117373,5.65%
268,K,0.105632093830529,Success,4,6.75649378119976,10.56%
365,PAYC,0.249944515826357,Success,4,6.77625584644354,24.99%
398,RMD,0.197648591643728,Success,4,6.8055828100471,19.76%
165,EA,0.13832385615409,Success,4,6.96512587701197,13.83%
463,URI,0.117784187473,Success,4,6.98165294679925,11.78%
121,CEG,0.063817395747284,Success,4,6.99658465184359,6.38%
363,PH,0.1292282632544,Success,4,7.00919748688387,12.92%
26,AXP,,Success,4,7.03353868688609,nan%
426,SYK,0.105975914100839,Success,4,7.04522903173429,10.60%
387,PWR,0.071562446002277,Success,4,7.05149281934996,7.16%
69,BSX,0.063246914601035,Success,4,7.07144743792921,6.32%
384,PTC,0.106375907340007,Success,4,7.25456095481671,10.64%
379,PG,0.196183284542211,Success,4,7.26265027197513,19.62%
140,DECK,0.670520591742261,Success,4,7.28312563963639,67.05%
160,ETN,0.098577090914973,Success,4,7.28673655137782,9.86%
344,NCLH,0.097690802130408,Success,4,7.29006547110732,9.77%
217,GILD,0.175604641772219,Success,4,7.29152199987375,17.56%
185,EXPD,0.639715625439895,Success,4,7.43136772128524,63.97%
22,AMZN,0.093107456876606,Success,4,7.44687170642905,9.31%
352,ODFL,0.278344983912758,Success,4,7.49166210363881,27.83%
390,RL,0.198162443892821,Success,4,7.53342809646566,19.82%
30,AMP,,Success,4,7.62371550091584,nan%
211,GEN,0.196097191789308,Success,4,7.68299036207346,19.61%
19,GOOGL,0.248147438371629,Success,4,7.77707367508255,24.81%
20,GOOG,0.248147438371629,Success,4,7.78507821098623,24.81%
460,UNP,0.123209858772878,Success,4,8.0099212138897,12.32%
176,ERIE,,Success,4,8.04945186461774,nan%
16,ALLE,0.210355300860066,Success,4,8.23554850800058,21.04%
78,CHRW,0.247415417130043,Success,4,8.2514422120549,24.74%
338,NKE,0.246361540186514,Success,4,8.25402144772118,24.64%
178,EL,0.128642572628162,Success,4,8.32728288187657,12.86%
228,HSY,0.26626664869844,Success,4,8.3662521883557,26.63%
457,UBER,0.11674923412101,Success,4,8.37935174069628,11.67%
242,IBM,0.106903124462678,Success,4,8.39656632013816,10.69%
485,WAT,0.286054128613985,Success,4,8.4445179245543,28.61%
233,HON,0.148720329333903,Success,4,8.44838467910536,14.87%
325,MNST,0.245902804579134,Success,4,8.46232179226069,24.59%
403,ROST,0.343024347728534,Success,4,8.49673202614379,34.30%
481,WMT,0.127242644800768,Success,4,8.85316399681388,12.72%
161,EBAY,0.124752679432242,Success,4,8.866228494104,12.48%
459,ULTA,0.377917280079159,Success,4,8.91176217147781,37.79%
91,CDW,0.155370898582341,Success,4,9.02013922100005,15.54%
429,SNPS,0.185709828416226,Success,4,9.36741144073101,18.57%
256,ISRG,0.141941005855955,Success,4,9.38103749523025,14.19%
447,TTD,0.109133866200749,Success,4,9.45666000363438,10.91%
255,INTU,0.13360452063558,Success,4,9.48069052440769,13.36%
375,POOL,0.237838972048303,Success,4,9.52579273897059,23.78%
484,WM,0.094980069963017,Success,4,9.61800997637175,9.50%
311,META,0.253836452681596,Success,4,9.69038590517464,25.38%
11,ABNB,0.991405912366154,Success,4,9.73217802284364,99.14%
468,VLTO,0.231430735519707,Success,4,9.90274011035257,23.14%
35,AON,0.191177012291282,Success,4,10.1684497126042,19.12%
112,KO,0.158381501776829,Success,4,10.2349043818702,15.84%
441,TXN,0.318130809113297,Success,4,10.3843169853145,31.81%
385,PSA,0.11936394361033,Success,4,10.3858380493258,11.94%
404,RCL,0.133318341873426,Success,4,10.415629813959,13.33%
136,DRI,0.130441267417055,Success,4,10.6081320573194,13.04%
88,CAT,0.178854136312979,Success,4,10.6414279617403,17.89%
317,MSFT,0.256152168240166,Success,4,10.6694225608172,25.62%
368,PEP,0.16291829751155,Success,4,10.877714965784,16.29%
400,ROK,0.165388213118202,Success,4,11.0198051948052,16.54%
72,BR,0.125553466936537,Success,4,11.0671404608458,12.56%
492,WSM,0.478832267371391,Success,4,11.4292787944026,47.88%
162,ECL,0.099127008219176,Success,4,11.6721374371217,9.91%
449,TT,0.185471927284426,Success,4,11.7212462334414,18.55%
33,APH,0.174601556223528,Success,4,11.7302192564347,17.46%
364,PAYX,0.361636586807621,Success,4,11.7655663260851,36.16%
152,DASH,,Success,4,11.7869958375197,nan%
324,MPWR,0.333065065906712,Success,4,12.1220226364097,33.31%
145,DXCM,0.115471240186001,Success,4,12.1688766956257,11.55%
207,IT,0.306014459991203,Success,4,12.215484840892,30.60%
433,TTWO,0.157272762861665,Success,4,12.6895216400911,15.73%
448,TSCO,0.182363483129019,Success,4,12.8399659502022,18.24%
479,GWW,0.317246447181352,Success,4,12.9492084604752,31.72%
5,ADBE,0.374174683860522,Success,4,12.973330846699,37.42%
282,LRCX,0.521762561459198,Success,4,13.173806767014,52.18%
435,TRGP,0.10724427026147,Success,4,13.5290199017404,10.72%
236,HWM,0.113830156806371,Success,4,14.3405703175632,11.38%
191,FAST,0.304263247844949,Success,4,14.4891500904159,30.43%
440,TSLA,0.20986809913878,Success,4,14.6276427171511,20.99%
137,DDOG,0.018279282873416,Success,4,14.7932802443548,1.83%
208,GE,0.036010104974364,Success,4,15.4283972511638,3.60%
100,CMG,0.174829516605994,Success,4,15.5475285171103,17.48%
128,COST,0.276610731506824,Success,4,15.7270393564316,27.66%
64,BX,,Success,4,15.8577719479059,nan%
442,TPL,0.968026818309637,Success,4,15.9910472249964,96.80%
43,ANET,0.274279123028506,Success,4,16.5122064098114,27.43%
361,PANW,0.09397883746038,Success,4,16.5514297908664,9.40%
248,PODD,0.128944593615477,Success,4,16.6641004667276,12.89%
411,NOW,0.094909112133058,Success,4,17.3310554290053,9.49%
262,JBL,0.243122195992416,Success,4,17.4427927175547,24.31%
345,NRG,0.138851434135303,Success,4,17.4631653992395,13.89%
445,TJX,0.30440119773944,Success,4,17.4701895318188,30.44%
475,V,0.318471969770164,Success,4,17.4748506357555,31.85%
105,CTAS,0.217621031831192,Success,4,17.5804231894031,21.76%
210,GEV,0.025351510186157,Success,3,17.8889263700205,2.54%
284,LVS,0.175578270927107,Success,4,18.5662525879917,17.56%
401,ROL,0.232790313106587,Success,4,18.9191003692514,23.28%
79,CDNS,0.285720128473385,Success,4,19.0001632830784,28.57%
0,MMM,0.155061547266607,Success,4,19.2711696051651,15.51%
49,ADP,0.522678349182124,Success,4,19.3578071784124,52.27%
292,LMT,0.207128088800818,Success,4,20.0347962246096,20.71%
32,AMGN,0.144502829799532,Success,4,20.5561997246177,14.45%
53,AXON,0.048704689393949,Success,4,20.7993995288169,4.87%
333,NFLX,0.189302123920998,Success,4,21.1764104834727,18.93%
412,SHW,0.160238512050928,Success,4,21.1895354744031,16.02%
430,SYY,0.157758460843462,Success,4,21.4626826722338,15.78%
287,LII,0.454608376564154,Success,4,22.5556899309484,45.46%
326,MCO,0.198822356668234,Success,4,22.6247899350502,19.88%
245,ITW,0.301692681372969,Success,4,24.1513803123865,30.17%
332,NTAP,0.366839268758514,Success,4,24.2779487179487,36.68%
